YUGIPEDIA CARD TITLE=2269,_O,ID,QTD,SET,COD,Name,Rarity,CARD1,CARD2,TYPE1,TYPE2,Attrib,LV,ATK,DEF,DescEffect,Link,IMG_URL,LIMIT,=IMAGE(S1),detecta duplicatas,0
Cursed Seal of the Forbidden Spell,1244,964,,SGX2,ENC17,Cursed Seal of the Forbidden Spell,Common,Trap,Counter,,,,,,,"When a Spell Card is activated: Discard 1 Spell; negate the activation, and if you do, destroy it, and if you do that, your opponent cannot activate Spell Cards with that name for the rest of this Duel.",https://yugipedia.com/wiki/Cursed_Seal_of_the_Forbidden_Spell,https://ms.yugipedia.com//thumb/4/4e/CursedSealoftheForbiddenSpell-SGX2-EN-C-1E.png/300px-CursedSealoftheForbiddenSpell-SGX2-EN-C-1E.png,4,,SGX2ENC17Cursed Seal of the Forbidden SpellCommon,1
Bonding - DHO,1245,965,,SGX2,ENC18,Bonding - DHO,Common,Trap,Normal,,,,,,,"Shuffle 1 ""Duoterion"", 1 ""Hydrogeddon"", and 1 ""Oxygeddon"" from your hand and/or GY into the Deck; Special Summon 1 ""Water Dragon Cluster"" from your hand or GY. You can banish this card from your GY; add 1 ""Water Dragon"" or ""Water Dragon Cluster"" from your Deck or GY to your hand.",https://yugipedia.com/wiki/Bonding_-_DHO,https://ms.yugipedia.com//thumb/8/8c/BondingDHO-SGX2-EN-C-1E.png/300px-BondingDHO-SGX2-EN-C-1E.png,4,,SGX2ENC18Bonding - DHOCommon,1
Gate Guardian,1246,904,,SGX2,END01,Gate Guardian,Common,Monster,Effect,Warrior,,DARK,11,3750,3400,"Cannot be Normal Summoned/Set. Must first be Special Summoned (from your hand) by Tributing 1 ""Sanga of the Thunder"", ""Kazejin"", and ""Suijin"".",https://yugipedia.com/wiki/Gate_Guardian,https://ms.yugipedia.com//thumb/2/2d/GateGuardian-SGX2-EN-C-1E.png/300px-GateGuardian-SGX2-EN-C-1E.png,4,,SGX2END01Gate GuardianCommon,1
Labyrinth Wall,1247,966,,SGX2,END02,Labyrinth Wall,Common,Monster,Normal,Rock,,EARTH,5,0,3000,These walls form a labyrinth with no exit for enemies.,https://yugipedia.com/wiki/Labyrinth_Wall,https://ms.yugipedia.com//thumb/d/d0/LabyrinthWall-SGX2-EN-C-1E.png/300px-LabyrinthWall-SGX2-EN-C-1E.png,4,,SGX2END02Labyrinth WallCommon,1
Crass Clown,1248,967,,SGX2,END03,Crass Clown,Common,Monster,Effect,Fiend,,DARK,4,1350,1400,If this Defense Position card is changed to Attack Position: Target 1 monster your opponent controls; return that target to the hand.,https://yugipedia.com/wiki/Crass_Clown,https://ms.yugipedia.com//thumb/8/86/CrassClown-SGX2-EN-C-1E.png/300px-CrassClown-SGX2-EN-C-1E.png,4,,SGX2END03Crass ClownCommon,1
Dream Clown,1249,968,,SGX2,END04,Dream Clown,Common,Monster,Effect,Warrior,,EARTH,3,1200,900,If this Attack Position card is changed to face-up Defense Position: Target 1 monster your opponent controls; destroy that target.,https://yugipedia.com/wiki/Dream_Clown,https://ms.yugipedia.com//thumb/4/41/DreamClown-SGX2-EN-C-1E.png/300px-DreamClown-SGX2-EN-C-1E.png,4,,SGX2END04Dream ClownCommon,1
Jirai Gumo,1250,969,,SGX2,END05,Jirai Gumo,Common,Monster,Effect,Insect,,EARTH,4,2200,100,"When this card declares an attack: Toss a coin and call it. If you call it wrong, lose half your LP.",https://yugipedia.com/wiki/Jirai_Gumo,https://ms.yugipedia.com//thumb/4/42/JiraiGumo-SGX2-EN-C-1E.png/300px-JiraiGumo-SGX2-EN-C-1E.png,4,,SGX2END05Jirai GumoCommon,1
Shadow Ghoul,1251,970,,SGX2,END06,Shadow Ghoul,Common,Monster,Effect,Zombie,,DARK,5,1600,1300,Gains 100 ATK for each monster in your GY.,https://yugipedia.com/wiki/Shadow_Ghoul,https://ms.yugipedia.com//thumb/2/2e/ShadowGhoul-SGX2-EN-C-1E.png/300px-ShadowGhoul-SGX2-EN-C-1E.png,4,,SGX2END06Shadow GhoulCommon,1
Sanga of the Thunder,1252,905,,SGX2,END07,Sanga of the Thunder,Common,Monster,Effect,Thunder,,LIGHT,7,2600,2200,"Once while face-up on the field, during damage calculation in your opponent's turn, if this card is being attacked (Quick Effect): You can target the attacking monster; make that target's ATK 0 during damage calculation only.",https://yugipedia.com/wiki/Sanga_of_the_Thunder,https://ms.yugipedia.com//thumb/6/67/SangaoftheThunder-SGX2-EN-C-1E.png/300px-SangaoftheThunder-SGX2-EN-C-1E.png,4,,SGX2END07Sanga of the ThunderCommon,1
Kazejin,1253,906,,SGX2,END08,Kazejin,Common,Monster,Effect,Spellcaster,,WIND,7,2400,2200,"Once while face-up on the field, during damage calculation in your opponent's turn, if this card is being attacked (Quick Effect): You can target the attacking monster; make that target's ATK 0 during damage calculation only.",https://yugipedia.com/wiki/Kazejin,https://ms.yugipedia.com//thumb/7/7b/Kazejin-SGX2-EN-C-1E.png/300px-Kazejin-SGX2-EN-C-1E.png,4,,SGX2END08KazejinCommon,1
Suijin,1254,907,,SGX2,END09,Suijin,Common,Monster,Effect,Aqua,,WATER,7,2500,2400,"Once while face-up on the field, during damage calculation in your opponent's turn, if this card is being attacked (Quick Effect): You can target the attacking monster; make that target's ATK 0 during damage calculation only.",https://yugipedia.com/wiki/Suijin,https://ms.yugipedia.com//thumb/7/70/Suijin-SGX2-EN-C-1E.png/300px-Suijin-SGX2-EN-C-1E.png,4,,SGX2END09SuijinCommon,1
Stone Statue of the Aztecs,1255,971,,SGX2,END10,Stone Statue of the Aztecs,Common,Monster,Effect,Rock,,EARTH,4,300,2000,Double any battle damage your opponent takes when they attack this monster.,https://yugipedia.com/wiki/Stone_Statue_of_the_Aztecs,https://ms.yugipedia.com//thumb/9/90/StoneStatueoftheAztecs-SGX2-EN-C-1E.png/300px-StoneStatueoftheAztecs-SGX2-EN-C-1E.png,4,,SGX2END10Stone Statue of the AztecsCommon,1
Ryu-Kishin Clown,1256,972,,SGX2,END11,Ryu-Kishin Clown,Common,Monster,Effect,Fiend,,DARK,2,800,500,When this card is Summoned: Target 1 face-up monster on the field; change its battle position.,https://yugipedia.com/wiki/Ryu-Kishin_Clown,https://ms.yugipedia.com//thumb/7/7d/RyuKishinClown-SGX2-EN-C-1E.png/300px-RyuKishinClown-SGX2-EN-C-1E.png,4,,SGX2END11Ryu-Kishin ClownCommon,1
Kaiser Sea Horse,1257,973,,SGX2,END12,Kaiser Sea Horse,Common,Monster,Effect,Sea Serpent,,LIGHT,4,1700,1650,This card can be treated as 2 Tributes for the Tribute Summon of a LIGHT monster.,https://yugipedia.com/wiki/Kaiser_Sea_Horse,https://ms.yugipedia.com//thumb/f/f8/KaiserSeaHorse-SGX2-EN-C-1E.png/300px-KaiserSeaHorse-SGX2-EN-C-1E.png,4,,SGX2END12Kaiser Sea HorseCommon,1
Unshaven Angler,1258,974,,SGX2,END13,Unshaven Angler,Common,Monster,Effect,Fish,,WATER,4,1500,1600,This card can be treated as 2 Tributes for the Tribute Summon of a WATER monster.,https://yugipedia.com/wiki/Unshaven_Angler,https://ms.yugipedia.com//thumb/5/53/UnshavenAngler-SGX2-EN-C-1E.png/300px-UnshavenAngler-SGX2-EN-C-1E.png,4,,SGX2END13Unshaven AnglerCommon,1
Whirlwind Prodigy,1259,975,,SGX2,END14,Whirlwind Prodigy,Common,Monster,Effect,Fairy,,WIND,4,1500,1600,This card can be treated as 2 Tributes for the Tribute Summon of a WIND monster.,https://yugipedia.com/wiki/Whirlwind_Prodigy,https://ms.yugipedia.com//thumb/6/6e/WhirlwindProdigy-SGX2-EN-C-1E.png/300px-WhirlwindProdigy-SGX2-EN-C-1E.png,4,,SGX2END14Whirlwind ProdigyCommon,1
Soul Exchange,1260,587,,SGX2,END15,Soul Exchange,Common,Spell,Normal,,,,,,,"Target 1 monster your opponent controls; this turn, if you Tribute a monster, you must Tribute that target, as if you controlled it. You cannot conduct your Battle Phase the turn you activate this card.",https://yugipedia.com/wiki/Soul_Exchange,https://ms.yugipedia.com//thumb/8/8e/SoulExchange-SGX2-EN-C-1E.png/300px-SoulExchange-SGX2-EN-C-1E.png,4,,SGX2END15Soul ExchangeCommon,1
Fairy Meteor Crush,1261,976,,SGX2,END16,Fairy Meteor Crush,Common,Spell,Equip,,,,,,,"If the equipped monster attacks a Defense Position monster, inflict piercing battle damage to your opponent.",https://yugipedia.com/wiki/Fairy_Meteor_Crush,https://ms.yugipedia.com//thumb/2/29/FairyMeteorCrush-SGX2-EN-C-1E.png/300px-FairyMeteorCrush-SGX2-EN-C-1E.png,4,,SGX2END16Fairy Meteor CrushCommon,1
Tribute Doll,1262,12,,SGX2,END17,Tribute Doll,Common,Spell,Normal,,,,,,,Tribute 1 monster; Special Summon 1 Level 7 monster from your hand that can be Normal Summoned/Set. It cannot attack this turn.,https://yugipedia.com/wiki/Tribute_Doll,https://ms.yugipedia.com//thumb/f/fc/TributeDoll-SGX2-EN-C-1E.png/300px-TributeDoll-SGX2-EN-C-1E.png,4,,SGX2END17Tribute DollCommon,1
Double Summon,1263,977,,SGX2,END18,Double Summon,Common,Spell,Normal,,,,,,,"You can conduct 2 Normal Summons/Sets this turn, not just 1.",https://yugipedia.com/wiki/Double_Summon,https://ms.yugipedia.com//thumb/1/19/DoubleSummon-SGX2-EN-C-1E.png/300px-DoubleSummon-SGX2-EN-C-1E.png,4,,SGX2END18Double SummonCommon,1
Judgment of Anubis,1264,680,,SGX2,END19,Judgment of Anubis,Common,Trap,Counter,,,,,,,"When your opponent activates a Spell Card that would destroy a Spell/Trap(s) on the field: Discard 1 card; negate the activation, and if you do, destroy it, then you can destroy 1 face-up monster your opponent controls, and if you do that, inflict damage to your opponent equal to the destroyed monster's ATK on the field.",https://yugipedia.com/wiki/Judgment_of_Anubis,https://ms.yugipedia.com//thumb/e/e1/JudgmentofAnubis-SGX2-EN-C-1E.png/300px-JudgmentofAnubis-SGX2-EN-C-1E.png,4,,SGX2END19Judgment of AnubisCommon,1
Labyrinth of Nightmare (Card),1265,978,,SGX2,END20,Labyrinth of Nightmare,Common,Trap,Continuous,,,,,,,"Once per turn, during the End Phase: Change the battle positions of all face-up monsters the turn player controls.",https://yugipedia.com/wiki/Labyrinth_of_Nightmare_(Card),https://ms.yugipedia.com//thumb/3/32/LabyrinthofNightmare-SGX2-EN-C-1E.png/300px-LabyrinthofNightmare-SGX2-EN-C-1E.png,4,,SGX2END20Labyrinth of NightmareCommon,1
Des Koala,1266,979,,SGX2,ENE01,Des Koala,Common,Monster,Effect,Beast,Flip,DARK,3,1100,1800,FLIP: Inflict 400 damage to your opponent for each card in their hand.,https://yugipedia.com/wiki/Des_Koala,https://ms.yugipedia.com//thumb/c/cc/DesKoala-SGX2-EN-C-1E.png/300px-DesKoala-SGX2-EN-C-1E.png,4,,SGX2ENE01Des KoalaCommon,1
White Magician Pikeru,1267,980,,SGX2,ENE02,White Magician Pikeru,Common,Monster,Effect,Spellcaster,,LIGHT,2,1200,0,During your Standby Phase: Gain 400 LP for each monster you control.,https://yugipedia.com/wiki/White_Magician_Pikeru,https://ms.yugipedia.com//thumb/9/9f/WhiteMagicianPikeru-SGX2-EN-C-1E.png/300px-WhiteMagicianPikeru-SGX2-EN-C-1E.png,4,,SGX2ENE02White Magician PikeruCommon,1
Des Wombat,1268,981,,SGX2,ENE03,Des Wombat,Common,Monster,Effect,Beast,,EARTH,3,1600,300,You take no effect damage.,https://yugipedia.com/wiki/Des_Wombat,https://ms.yugipedia.com//thumb/1/12/DesWombat-SGX2-EN-C-1E.png/300px-DesWombat-SGX2-EN-C-1E.png,4,,SGX2ENE03Des WombatCommon,1
Frost and Flame Dragon,1269,982,,SGX2,ENE04,Frost and Flame Dragon,Common,Monster,Effect,Dragon,,WATER,6,2300,2000,"Cannot be Normal Summoned/Set. Must be Special Summoned (from your hand) by banishing 1 FIRE and 2 WATER monsters from your GY. Once per turn: You can discard 1 card, then target 1 monster on the field; destroy that target.",https://yugipedia.com/wiki/Frost_and_Flame_Dragon,https://ms.yugipedia.com//thumb/2/20/FrostandFlameDragon-SGX2-EN-C-1E.png/300px-FrostandFlameDragon-SGX2-EN-C-1E.png,4,,SGX2ENE04Frost and Flame DragonCommon,1
Sea Koala,1270,983,,SGX2,ENE05,Sea Koala,Common,Monster,Effect,Beast,,EARTH,2,100,1600,Once per turn: You can target 1 face-up monster your opponent controls; change that target's ATK to 0 until the end of this turn. You must control another Beast monster to activate and to resolve this effect.,https://yugipedia.com/wiki/Sea_Koala,https://ms.yugipedia.com//thumb/5/54/SeaKoala-SGX2-EN-C-1E.png/300px-SeaKoala-SGX2-EN-C-1E.png,4,,SGX2ENE05Sea KoalaCommon,1
Loud Cloud the Storm Serpent,1271,984,,SGX2,ENE06,Loud Cloud the Storm Serpent,Common,Monster,Effect,Reptile,,WATER,5,0,2000,"Cannot be Normal Summoned/Set. Must first be Special Summoned (from your hand) by banishing 1 FIRE and 1 WIND monster from your GY. You can only use each of the following effects of ""Loud Cloud the Storm Serpent"" once per turn.
● You can banish 1 FIRE monster from your GY, then target 1 monster your opponent controls; destroy that monster, and if you do, this card gains ATK equal to the destroyed monster's original ATK.
● You can banish 1 WIND monster from your GY, then target 1 card in your opponent's Spell & Trap Zone; destroy it.",https://yugipedia.com/wiki/Loud_Cloud_the_Storm_Serpent,https://ms.yugipedia.com//thumb/9/92/LoudCloudtheStormSerpent-SGX2-EN-C-1E.png/300px-LoudCloudtheStormSerpent-SGX2-EN-C-1E.png,4,,SGX2ENE06Loud Cloud the Storm SerpentCommon,1
Fifth Hope,1272,985,,SGX2,ENE07,Fifth Hope,Common,Spell,Normal,,,,,,,"Target 5 ""Elemental HERO"" cards in your GY; shuffle them into the Deck, then draw 2 cards, or draw 3 cards instead, if you had no other cards on your field and in your hand when you activated this card.",https://yugipedia.com/wiki/Fifth_Hope,https://ms.yugipedia.com//thumb/9/9b/FifthHope-SGX2-EN-C-1E.png/300px-FifthHope-SGX2-EN-C-1E.png,4,,SGX2ENE07Fifth HopeCommon,1
Disposable Learner Device,1273,986,,SGX2,ENE08,Disposable Learner Device,Common,Spell,Equip,,,,,,,"The equipped monster gains 200 ATK for each monster in your GY. During the End Phase, if this card is in the GY because it was sent there from the field this turn: You can Set this card, but banish it when it leaves the field. You can only use this effect of ""Disposable Learner Device"" once per turn.",https://yugipedia.com/wiki/Disposable_Learner_Device,https://ms.yugipedia.com//thumb/a/a1/DisposableLearnerDevice-SGX2-EN-C-1E.png/300px-DisposableLearnerDevice-SGX2-EN-C-1E.png,4,,SGX2ENE08Disposable Learner DeviceCommon,1
Pikeru's Circle of Enchantment,1274,987,,SGX2,ENE09,Pikeru's Circle of Enchantment,Common,Trap,Normal,,,,,,,You take no effect damage until the end of this turn.,https://yugipedia.com/wiki/Pikeru%27s_Circle_of_Enchantment,https://ms.yugipedia.com//thumb/8/8b/PikerusCircleofEnchantment-SGX2-EN-C-1E.png/300px-PikerusCircleofEnchantment-SGX2-EN-C-1E.png,4,,SGX2ENE09Pikeru's Circle of EnchantmentCommon,1
UFOroid Fighter,1275,908,,SGX2,ENE10,UFOroid Fighter,Common,Monster,Fusion,Machine,Effect,LIGHT,10,?,?,"""UFOroid"" + 1 Warrior monster
A Fusion Summon of this card can only be done with the above Fusion Materials. The original ATK/DEF of this card become the combined original ATK of the 2 materials used for its Fusion Summon.",https://yugipedia.com/wiki/UFOroid_Fighter,https://ms.yugipedia.com//thumb/a/ac/UFOroidFighter-SGX2-EN-C-1E.png/300px-UFOroidFighter-SGX2-EN-C-1E.png,4,,SGX2ENE10UFOroid FighterCommon,1
Elemental HERO Necroid Shaman,1276,988,,SGX2,ENE11,Elemental HERO Necroid Shaman,Common,Monster,Fusion,Warrior,Effect,DARK,6,1900,1800,"""Elemental HERO Wildheart"" + ""Elemental HERO Necroshade""
Must be Fusion Summoned. If this card is Special Summoned: Target 1 monster your opponent controls; destroy that target, then Special Summon 1 monster from your opponent's GY to their field.",https://yugipedia.com/wiki/Elemental_HERO_Necroid_Shaman,https://ms.yugipedia.com//thumb/8/8b/ElementalHERONecroidShaman-SGX2-EN-C-1E.png/300px-ElementalHERONecroidShaman-SGX2-EN-C-1E.png,4,,SGX2ENE11Elemental HERO Necroid ShamanCommon,1
Prideful Roar,1277,989,,SS05,ENB30,Prideful Roar,Common,Trap,Normal,,,,,,,"During damage calculation, if your monster battles an opponent's monster with a higher ATK: Pay LP equal to the difference in ATK; your monster gains ATK equal to that difference +300, during damage calculation only.",https://yugipedia.com/wiki/Prideful_Roar,https://ms.yugipedia.com//thumb/3/3b/PridefulRoar-SS05-EN-C-1E.png/300px-PridefulRoar-SS05-EN-C-1E.png,4,,SS05ENB30Prideful RoarCommon,1
Elemental HERO Wildheart,1278,751,,STP5,EN001,Elemental HERO Wildheart,Ultra Rare,Monster,Effect,Warrior,,EARTH,4,1500,1600,Unaffected by Trap effects.,https://yugipedia.com/wiki/Elemental_HERO_Wildheart,https://ms.yugipedia.com//thumb/5/57/ElementalHEROWildheart-SGX3-EN-C-1E.png/300px-ElementalHEROWildheart-SGX3-EN-C-1E.png,4,,STP5EN001Elemental HERO WildheartUltra Rare,1
Cyber Angel Benten,1279,819,,STP5,EN002,Cyber Angel Benten,Ultra Rare,Monster,Ritual,Fairy,Effect,LIGHT,6,1800,1500,"You can Ritual Summon this card with ""Machine Angel Ritual"". If this card destroys a monster by battle and sends it to the GY: Inflict damage to your opponent equal to that monster's original DEF in the GY. If this card is Tributed: You can add 1 LIGHT Fairy monster from your Deck to your hand.",https://yugipedia.com/wiki/Cyber_Angel_Benten,/load.php?debug=false&amp;lang=en&amp;modules=startup&amp;only=scripts&amp;skin=vector,3,,STP5EN002Cyber Angel BentenUltra Rare,1
Elemental HERO Plasma Vice,1280,762,,STP5,EN003,Elemental HERO Plasma Vice,Ultra Rare,Monster,Fusion,Warrior,Effect,EARTH,8,2600,2300,"""Elemental HERO Sparkman"" + ""Elemental HERO Bladedge""
Must be Fusion Summoned. If this card attacks a Defense Position monster, inflict piercing battle damage. You can discard 1 card, then target 1 Attack Position monster your opponent controls; destroy that target.",https://yugipedia.com/wiki/Elemental_HERO_Plasma_Vice,https://ms.yugipedia.com//thumb/9/96/ElementalHEROPlasmaVice-SGX1-EN-C-1E.png/300px-ElementalHEROPlasmaVice-SGX1-EN-C-1E.png,4,,STP5EN003Elemental HERO Plasma ViceUltra Rare,1
Destiny End Dragoon,1281,777,,STP5,EN004,Destiny End Dragoon,Ultra Rare,Monster,Fusion,Warrior,Effect,DARK,10,3000,3000,"""Destiny HERO - Plasma"" + ""Destiny HERO - Dogma""
A Fusion Summon of this card can only be done with the above Fusion Materials. Once per turn: You can target 1 monster your opponent controls; destroy that target, and if it was face-up, inflict damage to your opponent equal to the ATK it had on the field. You cannot conduct your Battle Phase the turn you activate this effect. Once per turn, during your Standby Phase, if this card is in your GY: You can banish 1 ""Destiny HERO"" card from your GY; Special Summon this card.",https://yugipedia.com/wiki/Destiny_End_Dragoon,https://ms.yugipedia.com//thumb/5/52/DestinyEndDragoon-SGX1-EN-C-1E.png/300px-DestinyEndDragoon-SGX1-EN-C-1E.png,4,,STP5EN004Destiny End DragoonUltra Rare,1
Wall of Disruption,1282,796,,STP5,EN005,Wall of Disruption,Ultra Rare,Trap,Normal,,,,,,,When an opponent's monster declares an attack: All Attack Position monsters your opponent controls lose 800 ATK for each monster they control.,https://yugipedia.com/wiki/Wall_of_Disruption,https://ms.yugipedia.com//thumb/4/40/WallofDisruption-SGX3-EN-C-1E.png/300px-WallofDisruption-SGX3-EN-C-1E.png,3,,STP5EN005Wall of DisruptionUltra Rare,1
Goddess with the Third Eye,1283,747,,STP5,EN006,Goddess with the Third Eye,Super Rare,Monster,Effect,Fairy,,LIGHT,4,1200,1000,"This card can be used as a substitute for any 1 Fusion Material mentioned by name on the Fusion Monster Card, but the other material(s) must be correct.",https://yugipedia.com/wiki/Goddess_with_the_Third_Eye,https://ms.yugipedia.com//thumb/a/a0/GoddesswiththeThirdEye-SGX2-EN-C-1E.png/300px-GoddesswiththeThirdEye-SGX2-EN-C-1E.png,4,,STP5EN006Goddess with the Third EyeSuper Rare,1
Ancient Gear Beast,1284,801,,STP5,EN007,Ancient Gear Beast,Super Rare,Monster,Effect,Machine,,EARTH,6,2000,2000,"Cannot be Special Summoned. If this card attacks, your opponent cannot activate any Spell/Trap Cards until the end of the Damage Step. Negate the effects of an opponent's monster destroyed by battle with this card (including in the GY).",https://yugipedia.com/wiki/Ancient_Gear_Beast,https://ms.yugipedia.com//thumb/d/d1/AncientGearBeast-SGX1-EN-C-1E.png/300px-AncientGearBeast-SGX1-EN-C-1E.png,4,,STP5EN007Ancient Gear BeastSuper Rare,1
Destiny HERO - Diamond Dude,1285,764,,STP5,EN008,Destiny HERO - Diamond Dude,Super Rare,Monster,Effect,Warrior,,DARK,4,1400,1600,"Once per turn: You can excavate the top card of your Deck, and if it is a Normal Spell, send it to the GY, otherwise place it on the bottom of your Deck. During the Main Phase of your next turn, you can activate the effect of that Spell in your GY (even if you no longer control this face-up card).",https://yugipedia.com/wiki/Destiny_HERO_-_Diamond_Dude,https://ms.yugipedia.com//thumb/b/bf/DestinyHERODiamondDude-SGX1-EN-C-1E.png/300px-DestinyHERODiamondDude-SGX1-EN-C-1E.png,4,,STP5EN008Destiny HERO - Diamond DudeSuper Rare,1
Crystal Beast Amethyst Cat,1286,827,,STP5,EN009,Crystal Beast Amethyst Cat,Super Rare,Monster,Effect,Beast,,EARTH,3,1200,400,"This card can attack your opponent directly, but when it uses this effect, any battle damage it inflicts to your opponent is halved. If this face-up card is destroyed in a Monster Zone, you can place it face-up in your Spell & Trap Zone as a Continuous Spell, instead of sending it to the GY.",https://yugipedia.com/wiki/Crystal_Beast_Amethyst_Cat,https://ms.yugipedia.com//thumb/1/1a/CrystalBeastAmethystCat-BLCR-EN-UR-1E.png/300px-CrystalBeastAmethystCat-BLCR-EN-UR-1E.png,4,,STP5EN009Crystal Beast Amethyst CatSuper Rare,1
Volcanic Shell,1287,869,,STP5,EN010,Volcanic Shell,Super Rare,Monster,Effect,Pyro,,FIRE,1,100,0,"Once per turn: You can pay 500 LP; add 1 ""Volcanic Shell"" from your Deck to your hand. This card must be in the GY to activate and to resolve this effect.",https://yugipedia.com/wiki/Volcanic_Shell,https://ms.yugipedia.com//thumb/4/40/VolcanicShell-SGX1-EN-C-1E.png/300px-VolcanicShell-SGX1-EN-C-1E.png,3,,STP5EN010Volcanic ShellSuper Rare,1
Exploder Dragon,1288,851,,STP5,EN011,Exploder Dragon,Super Rare,Monster,Effect,Dragon,,EARTH,3,1000,0,If this card is destroyed by battle and sent to the GY: Destroy the monster that destroyed it. Neither player takes any battle damage from attacks involving this attacking card.,https://yugipedia.com/wiki/Exploder_Dragon,https://ms.yugipedia.com//thumb/c/cf/ExploderDragon-SGX1-EN-C-1E.png/300px-ExploderDragon-SGX1-EN-C-1E.png,4,,STP5EN011Exploder DragonSuper Rare,1
Ojama Blue,1289,788,,STP5,EN012,Ojama Blue,Super Rare,Monster,Effect,Beast,,LIGHT,2,0,1000,"When this card is destroyed by battle and sent to the GY: You can add 2 ""Ojama"" cards from your Deck to your hand.",https://yugipedia.com/wiki/Ojama_Blue,https://ms.yugipedia.com//thumb/4/47/OjamaBlue-SGX1-EN-C-1E.png/300px-OjamaBlue-SGX1-EN-C-1E.png,4,,STP5EN012Ojama BlueSuper Rare,1
Hammer Shot,1290,648,,STP5,EN013,Hammer Shot,Super Rare,Spell,Normal,,,,,,,"Destroy the 1 Attack Position monster on the field with the highest ATK (your choice, if tied).",https://yugipedia.com/wiki/Hammer_Shot,https://ms.yugipedia.com//thumb/a/ab/HammerShot-SBCB-EN-C-1E.png/300px-HammerShot-SBCB-EN-C-1E.png,4,,STP5EN013Hammer ShotSuper Rare,1
Machine Angel Ritual,1291,823,,STP5,EN014,Machine Angel Ritual,Super Rare,Spell,Ritual,,,,,,,"This card can be used to Ritual Summon any ""Cyber Angel"" Ritual Monster. You must also Tribute monsters from your hand or field whose total Levels equal or exceed the Level of the Ritual Monster you Ritual Summon. If a LIGHT monster(s) you control would be destroyed by battle or card effect while this card is in your GY, you can banish this card instead.",https://yugipedia.com/wiki/Machine_Angel_Ritual,https://ms.yugipedia.com//thumb/9/93/MachineAngelRitual-SGX1-EN-C-1E.png/300px-MachineAngelRitual-SGX1-EN-C-1E.png,2,,STP5EN014Machine Angel RitualSuper Rare,1
Jar of Greed,1292,55,,STP5,EN015,Jar of Greed,Super Rare,Trap,Normal,,,,,,,Draw 1 card.,https://yugipedia.com/wiki/Jar_of_Greed,https://ms.yugipedia.com//thumb/e/e5/JarofGreed-SS01-EN-C-1E.png/300px-JarofGreed-SS01-EN-C-1E.png,4,,STP5EN015Jar of GreedSuper Rare,1
Sinister Serpent,1293,217,,STP5,EN016,Sinister Serpent,Common,Monster,Effect,Reptile,,WATER,1,300,250,"During your Standby Phase, if this card is in your GY: You can add it to your hand, also banish 1 ""Sinister Serpent"" from your GY during your opponent's next End Phase. You can only use this effect of ""Sinister Serpent"" once per turn.",https://yugipedia.com/wiki/Sinister_Serpent,https://ms.yugipedia.com//thumb/5/55/SinisterSerpent-SBAD-EN-C-1E.png/300px-SinisterSerpent-SBAD-EN-C-1E.png,4,,STP5EN016Sinister SerpentCommon,1
Jinzo,1294,494,,STP5,EN017,Jinzo,Common,Monster,Effect,Machine,,DARK,6,2400,1500,"Trap Cards, and their effects on the field, cannot be activated. Negate all Trap effects on the field.",https://yugipedia.com/wiki/Jinzo,https://ms.yugipedia.com//thumb/d/d0/Jinzo-SBCB-EN-C-1E.png/300px-Jinzo-SBCB-EN-C-1E.png,4,,STP5EN017JinzoCommon,1
Twin-Headed Behemoth,1295,68,,STP5,EN018,Twin-Headed Behemoth,Common,Monster,Effect,Dragon,,WIND,3,1500,1200,"During the End Phase, if this card is in the GY because it was destroyed on the field and sent there this turn: You can Special Summon this card, but its ATK/DEF become 1000. You can only use this effect of ""Twin-Headed Behemoth"" once per Duel.",https://yugipedia.com/wiki/Twin-Headed_Behemoth,https://ms.yugipedia.com//thumb/d/d8/TwinHeadedBehemoth-SS02-EN-C-1E.png/300px-TwinHeadedBehemoth-SS02-EN-C-1E.png,4,,STP5EN018Twin-Headed BehemothCommon,1
Yomi Ship,1296,204,,STP5,EN019,Yomi Ship,Common,Monster,Effect,Aqua,,WATER,3,800,1400,If this card is destroyed by battle and sent to the GY: Destroy the monster that destroyed this card.,https://yugipedia.com/wiki/Yomi_Ship,https://ms.yugipedia.com//thumb/f/fc/YomiShip-SBAD-EN-SR-1E.png/300px-YomiShip-SBAD-EN-SR-1E.png,4,,STP5EN019Yomi ShipCommon,1
Drillago,1297,477,,STP5,EN020,Drillago,Common,Monster,Effect,Machine,,DARK,4,1600,1100,"If the only cards your opponent controls are face-up monsters with 1600 or more ATK, this card can attack your opponent directly.",https://yugipedia.com/wiki/Drillago,https://ms.yugipedia.com//thumb/1/12/Drillago-SS05-EN-C-1E.png/300px-Drillago-SS05-EN-C-1E.png,4,,STP5EN020DrillagoCommon,1
Dark Red Enchanter,1298,233,,STP5,EN021,Dark Red Enchanter,Common,Monster,Effect,Spellcaster,,DARK,6,1700,2200,"If this card is Normal Summoned: Place 2 Spell Counters on it. Each time a Spell Card is activated, place 1 Spell Counter on this card when that Spell resolves. Gains 300 ATK for each Spell Counter on it. Once per turn: You can remove 2 Spell Counters from this card; discard 1 random card from your opponent's hand.",https://yugipedia.com/wiki/Dark_Red_Enchanter,https://ms.yugipedia.com//thumb/5/55/DarkRedEnchanter-SBSC-EN-SR-1E.png/300px-DarkRedEnchanter-SBSC-EN-SR-1E.png,4,,STP5EN021Dark Red EnchanterCommon,1
